zip_best,State,complaint_count,zip,pop,pop_white,pop_black_or_aa,pop_ai_or_an,pop_asian,pop_nh_or_opi,pop_other,pop_multiple,pop_hol,pop_not_hol,income_mean_household_dollars,Cluster
21090,MD,20,21090,10346.0,8372.0,659.0,53.0,560.0,21.0,275.0,683.0,583.0,10040.0,108539.0,1
21093,MD,109,21093,38961.0,29627.0,1859.0,63.0,4290.0,16.0,590.0,2232.0,1747.0,36930.0,142900.0,0
21102,MD,174,21102,12024.0,10859.0,290.0,28.0,171.0,3.0,196.0,553.0,403.0,11697.0,115209.0,3
21104,MD,5,21104,6077.0,4447.0,255.0,10.0,616.0,0.0,40.0,318.0,172.0,5514.0,185170.0,3
21108,MD,49,21108,18046.0,13526.0,2040.0,35.0,824.0,12.0,360.0,1268.0,924.0,17141.0,150114.0,3
21111,MD,4,21111,4838.0,4526.0,102.0,11.0,61.0,3.0,57.0,302.0,193.0,4869.0,172425.0,3
21113,MD,307,21113,36495.0,18261.0,10541.0,129.0,2074.0,45.0,992.0,3628.0,2952.0,32718.0,113858.0,0
21113,UNITED STATES MINOR OUTLYING ISLANDS,1,21113,36495.0,18261.0,10541.0,129.0,2074.0,45.0,992.0,3628.0,2952.0,32718.0,113858.0,0
21114,MD,153,21114,25126.0,17802.0,3848.0,54.0,1651.0,9.0,591.0,2449.0,1928.0,24476.0,142018.0,3
21117,MD,1280,21117,58516.0,18406.0,30029.0,284.0,3952.0,14.0,2898.0,3571.0,5143.0,54011.0,114543.0,2
21120,MD,18,21120,7319.0,6451.0,100.0,22.0,147.0,3.0,72.0,383.0,194.0,6984.0,169841.0,3
21122,MD,195,21122,61444.0,50817.0,4210.0,190.0,1367.0,28.0,1278.0,4478.0,3077.0,59291.0,121742.0,0
21122,None,1,21122,61444.0,50817.0,4210.0,190.0,1367.0,28.0,1278.0,4478.0,3077.0,59291.0,121742.0,0
21128,MD,44,21128,15934.0,9816.0,1632.0,20.0,2349.0,2.0,166.0,876.0,531.0,14330.0,133153.0,3
21131,MD,22,21131,7722.0,6603.0,96.0,14.0,236.0,0.0,74.0,445.0,244.0,7224.0,206568.0,3
21133,MD,559,21133,32070.0,2650.0,25265.0,65.0,571.0,8.0,632.0,1336.0,1113.0,29414.0,88773.0,2
21136,MD,335,21136,35038.0,18731.0,9137.0,117.0,2353.0,13.0,2052.0,2570.0,3650.0,31323.0,121351.0,0
21140,MD,9,21140,4255.0,3105.0,61.0,4.0,71.0,2.0,59.0,323.0,195.0,3430.0,160243.0,3
21144,MD,300,21144,37041.0,16585.0,12778.0,165.0,2531.0,34.0,1603.0,3599.0,3586.0,33709.0,128540.0,0
21144,None,1,21144,37041.0,16585.0,12778.0,165.0,2531.0,34.0,1603.0,3599.0,3586.0,33709.0,128540.0,0
21144,UNITED STATES MINOR OUTLYING ISLANDS,1,21144,37041.0,16585.0,12778.0,165.0,2531.0,34.0,1603.0,3599.0,3586.0,33709.0,128540.0,0
21146,MD,131,21146,29710.0,24116.0,1106.0,30.0,1009.0,5.0,276.0,2051.0,1202.0,27391.0,190531.0,3
21152,MD,25,21152,6517.0,5018.0,224.0,11.0,401.0,3.0,70.0,318.0,222.0,5823.0,145797.0,3
21154,MD,9,21154,7059.0,5764.0,96.0,8.0,43.0,5.0,86.0,307.0,163.0,6146.0,118021.0,1
21157,MD,105,21157,39816.0,32420.0,1809.0,113.0,765.0,18.0,1025.0,2434.0,2385.0,36199.0,102228.0,0
21158,MD,115,21158,23011.0,17965.0,835.0,39.0,494.0,1.0,308.0,1275.0,846.0,20071.0,103397.0,0
21161,MD,4,21161,5625.0,4881.0,70.0,18.0,45.0,4.0,47.0,268.0,132.0,5201.0,125685.0,3
21162,MD,23,21162,4322.0,3435.0,614.0,9.0,581.0,0.0,58.0,332.0,196.0,4833.0,119844.0,1
21163,MD,58,21163,7222.0,3427.0,1526.0,18.0,2233.0,2.0,88.0,363.0,209.0,7448.0,142828.0,3
21201,MD,577,21201,18305.0,5422.0,9698.0,53.0,1695.0,9.0,334.0,1171.0,931.0,17451.0,62742.0,2
21202,MD,247,21202,20115.0,7139.0,11788.0,88.0,1558.0,6.0,467.0,1201.0,1113.0,21134.0,72366.0,1
21204,MD,184,21204,20188.0,14703.0,3384.0,39.0,1231.0,4.0,314.0,1292.0,1052.0,19915.0,128316.0,3
21205,MD,86,21205,14684.0,2581.0,8272.0,101.0,478.0,2.0,2148.0,1109.0,3178.0,11513.0,47626.0,1
21206,MD,746,21206,51020.0,9453.0,36033.0,195.0,624.0,25.0,1020.0,2120.0,1809.0,47661.0,69697.0,2
21207,MD,1051,21207,51765.0,3881.0,37726.0,195.0,957.0,12.0,1830.0,1994.0,2796.0,43799.0,72311.0,2
21208,MD,448,21208,37319.0,16674.0,14952.0,75.0,851.0,12.0,884.0,1559.0,1633.0,33374.0,108041.0,2
21209,MD,212,21209,29960.0,19947.0,5040.0,39.0,1615.0,3.0,637.0,1378.0,913.0,27746.0,120219.0,0
21210,MD,13,21210,15005.0,9464.0,1105.0,10.0,2606.0,2.0,297.0,957.0,815.0,13626.0,170517.0,3
21211,MD,48,21211,15935.0,12698.0,1973.0,57.0,1504.0,4.0,371.0,1114.0,896.0,16825.0,91786.0,1
21212,MD,176,21212,33861.0,16642.0,11643.0,54.0,1457.0,4.0,562.0,1955.0,1531.0,30786.0,131819.0,0
21213,MD,444,21213,28862.0,1513.0,25013.0,88.0,119.0,7.0,472.0,1005.0,788.0,27429.0,60608.0,2
21214,MD,189,21214,21510.0,6609.0,10860.0,94.0,224.0,14.0,397.0,1146.0,748.0,18596.0,86829.0,1
21215,MD,557,21215,53674.0,8838.0,40370.0,178.0,459.0,22.0,2175.0,2156.0,3090.0,51108.0,57823.0,2
21216,MD,282,21216,28385.0,752.0,25403.0,58.0,342.0,2.0,314.0,858.0,508.0,27221.0,53745.0,2
21217,MD,372,21217,31634.0,3861.0,23930.0,73.0,850.0,19.0,380.0,1335.0,847.0,29601.0,52780.0,2
21218,MA,1,21218,46548.0,12843.0,25257.0,116.0,4086.0,19.0,1053.0,2864.0,2560.0,43678.0,77499.0,2
21218,MD,482,21218,46548.0,12843.0,25257.0,116.0,4086.0,19.0,1053.0,2864.0,2560.0,43678.0,77499.0,2
21219,MD,20,21219,9605.0,8451.0,424.0,30.0,87.0,1.0,72.0,529.0,240.0,9354.0,121823.0,3
21220,MD,450,21220,42652.0,25055.0,12853.0,188.0,1532.0,13.0,1773.0,3154.0,3212.0,41356.0,89686.0,0
21221,MD,302,21221,43822.0,23860.0,13067.0,303.0,973.0,16.0,2109.0,3053.0,3330.0,40051.0,77787.0,0
21222,MD,345,21222,60013.0,38497.0,9087.0,608.0,1225.0,19.0,4470.0,5156.0,7356.0,51706.0,70947.0,0
21223,MD,199,21223,20728.0,2972.0,15090.0,83.0,308.0,11.0,913.0,1061.0,1384.0,19054.0,47343.0,1
21224,MD,265,21224,44915.0,27812.0,7496.0,713.0,1699.0,14.0,11574.0,4958.0,16553.0,37713.0,104581.0,0
21225,MD,240,21225,34872.0,12462.0,14138.0,219.0,814.0,12.0,3608.0,2885.0,5412.0,28726.0,56947.0,0
21226,MD,36,21226,5902.0,4814.0,1343.0,30.0,142.0,11.0,373.0,655.0,711.0,6657.0,91902.0,1
21227,MD,137,21227,35052.0,20987.0,5847.0,197.0,2646.0,14.0,3264.0,2882.0,4827.0,31010.0,81819.0,0
21228,MD,286,21228,50268.0,29208.0,9913.0,172.0,6387.0,25.0,1466.0,3247.0,2959.0,47459.0,106625.0,0
21229,MD,570,21229,44332.0,6933.0,31755.0,109.0,1834.0,9.0,826.0,1998.0,1544.0,41920.0,61960.0,2
21229,None,4,21229,44332.0,6933.0,31755.0,109.0,1834.0,9.0,826.0,1998.0,1544.0,41920.0,61960.0,2
21230,MD,290,21230,32883.0,21423.0,8404.0,149.0,1529.0,10.0,2440.0,2705.0,4149.0,32511.0,117722.0,0
21231,MD,56,21231,14780.0,9192.0,3997.0,100.0,1104.0,4.0,1166.0,1499.0,2252.0,14810.0,105099.0,1
21234,MD,678,21234,66095.0,36501.0,21317.0,205.0,3354.0,24.0,1849.0,4058.0,3827.0,63481.0,92954.0,2
21236,MD,451,21236,38632.0,23996.0,8359.0,96.0,4925.0,13.0,779.0,2387.0,1778.0,38777.0,92944.0,0
21237,MD,371,21237,30983.0,13116.0,11415.0,155.0,3017.0,8.0,1754.0,2012.0,2841.0,28636.0,92727.0,0
21239,MD,526,21239,28417.0,3380.0,20983.0,78.0,675.0,10.0,366.0,1113.0,756.0,25849.0,80203.0,2
21244,MD,762,21244,39501.0,3381.0,28079.0,140.0,3015.0,11.0,1670.0,1719.0,2557.0,35458.0,82397.0,2
21286,MD,73,21286,21142.0,14376.0,3785.0,65.0,1434.0,12.0,515.0,1283.0,1192.0,20278.0,113501.0,0
21401,MD,331,21401,40442.0,26038.0,6457.0,180.0,1058.0,15.0,2871.0,2689.0,4878.0,34430.0,148605.0,0
21402,MD,25,21402,2727.0,675.0,116.0,8.0,67.0,1.0,40.0,119.0,138.0,888.0,82417.0,1
21403,MD,118,21403,32207.0,19953.0,4481.0,204.0,704.0,12.0,3728.0,2439.0,6031.0,25490.0,131972.0,0
21403,None,1,21403,32207.0,19953.0,4481.0,204.0,704.0,12.0,3728.0,2439.0,6031.0,25490.0,131972.0,0
21405,MD,2,21405,383.0,550.0,2.0,0.0,6.0,0.0,5.0,59.0,33.0,589.0,155458.0,3
21409,MD,36,21409,20619.0,16350.0,1268.0,34.0,456.0,14.0,496.0,1708.0,1390.0,18936.0,167568.0,3
21502,MD,72,21502,41291.0,33622.0,4542.0,95.0,466.0,11.0,336.0,2081.0,835.0,40318.0,64913.0,0
21520,MD,1,21520,2056.0,1957.0,10.0,2.0,3.0,0.0,15.0,73.0,24.0,2036.0,91089.0,1
21530,MD,1,21530,1783.0,1445.0,16.0,0.0,4.0,3.0,7.0,45.0,7.0,1513.0,64912.0,1
21531,MD,1,21531,2014.0,2055.0,13.0,1.0,6.0,0.0,24.0,77.0,45.0,2131.0,59564.0,1
21532,MD,13,21532,13229.0,11706.0,721.0,30.0,250.0,5.0,101.0,515.0,189.0,13139.0,61382.0,1
21536,MD,3,21536,3945.0,3886.0,27.0,0.0,6.0,0.0,33.0,77.0,33.0,3996.0,75742.0,1
21545,MD,2,21545,1693.0,1659.0,17.0,0.0,2.0,0.0,0.0,41.0,3.0,1716.0,68342.0,1
21550,MD,30,21550,13640.0,12970.0,65.0,16.0,34.0,6.0,38.0,370.0,135.0,13364.0,81231.0,1
21555,MD,1,21555,1515.0,1555.0,10.0,2.0,4.0,2.0,4.0,42.0,9.0,1610.0,78382.0,1
21561,MD,4,21561,2517.0,2479.0,19.0,7.0,9.0,1.0,9.0,47.0,17.0,2554.0,83892.0,1
21562,MD,4,21562,3248.0,2742.0,16.0,5.0,8.0,0.0,5.0,81.0,38.0,2819.0,53531.0,1
21601,MD,260,21601,23589.0,17132.0,3017.0,122.0,440.0,12.0,1615.0,1607.0,2791.0,21154.0,96072.0,0
21607,MD,1,21607,522.0,372.0,31.0,5.0,4.0,0.0,51.0,29.0,100.0,392.0,115279.0,1
21612,MD,1,21612,557.0,408.0,7.0,0.0,0.0,0.0,8.0,9.0,14.0,418.0,170725.0,3
21613,MD,160,21613,17945.0,9351.0,6562.0,71.0,237.0,4.0,649.0,1093.0,1247.0,16720.0,67047.0,1
21617,MD,14,21617,10401.0,9217.0,735.0,18.0,100.0,3.0,130.0,516.0,368.0,10351.0,130095.0,3
21619,MD,25,21619,5776.0,5593.0,329.0,29.0,110.0,3.0,149.0,385.0,336.0,6262.0,122839.0,3
21620,MD,10,21620,13636.0,9569.0,1974.0,31.0,211.0,0.0,273.0,668.0,582.0,12144.0,84243.0,1
21623,MD,9,21623,2187.0,1663.0,274.0,7.0,23.0,0.0,98.0,179.0,201.0,2043.0,89792.0,1
21625,MD,1,21625,2329.0,1958.0,173.0,5.0,11.0,0.0,56.0,126.0,96.0,2233.0,105275.0,1
21628,MD,1,21628,360.0,413.0,23.0,2.0,6.0,0.0,22.0,30.0,45.0,451.0,58452.0,1
21629,MD,3,21629,9988.0,7618.0,1323.0,53.0,146.0,4.0,194.0,573.0,432.0,9479.0,92169.0,1
21631,MD,1,21631,2787.0,2213.0,216.0,6.0,15.0,0.0,59.0,135.0,91.0,2553.0,86536.0,1
21632,MD,13,21632,6504.0,4340.0,1692.0,11.0,115.0,7.0,85.0,366.0,232.0,6384.0,71261.0,1
21635,MD,1,21635,1836.0,1706.0,72.0,2.0,19.0,0.0,65.0,105.0,126.0,1843.0,107700.0,1
21636,MD,5,21636,824.0,951.0,51.0,13.0,4.0,1.0,81.0,85.0,148.0,1038.0,69760.0,1
21638,MD,4,21638,5064.0,4020.0,458.0,20.0,73.0,3.0,204.0,280.0,328.0,4730.0,127830.0,3
21639,MD,5,21639,4734.0,3424.0,316.0,24.0,31.0,1.0,201.0,357.0,342.0,4012.0,67143.0,1
21643,MD,34,21643,5021.0,3569.0,1732.0,17.0,39.0,0.0,137.0,326.0,220.0,5600.0,63970.0,1
21645,MD,1,21645,1231.0,793.0,43.0,0.0,5.0,0.0,39.0,125.0,141.0,864.0,109898.0,1
21648,MD,1,21648,181.0,197.0,22.0,3.0,1.0,0.0,7.0,3.0,10.0,223.0,97841.0,1
21651,MD,1,21651,2346.0,2089.0,330.0,16.0,13.0,0.0,119.0,151.0,230.0,2488.0,84906.0,1
21655,MD,21,21655,4753.0,3909.0,525.0,9.0,29.0,2.0,101.0,223.0,169.0,4629.0,82836.0,1
21657,MD,2,21657,1437.0,926.0,59.0,2.0,9.0,2.0,30.0,80.0,51.0,1057.0,113669.0,1
21658,MD,7,21658,3883.0,3155.0,182.0,28.0,41.0,2.0,120.0,195.0,231.0,3492.0,137616.0,3
21660,MD,2,21660,4100.0,2977.0,528.0,6.0,40.0,2.0,125.0,249.0,248.0,3679.0,76289.0,1
21661,MD,4,21661,2571.0,2055.0,227.0,0.0,11.0,0.0,16.0,118.0,60.0,2367.0,74677.0,1
21662,MD,1,21662,657.0,529.0,78.0,0.0,5.0,0.0,15.0,41.0,37.0,631.0,182623.0,3
21663,MD,1,21663,3646.0,2626.0,287.0,6.0,25.0,0.0,56.0,142.0,109.0,3033.0,126197.0,3
21665,MD,1,21665,164.0,268.0,5.0,0.0,0.0,0.0,3.0,15.0,10.0,281.0,340590.0,3
21666,MD,13,21666,14193.0,11498.0,249.0,18.0,207.0,3.0,167.0,706.0,378.0,12470.0,123645.0,3
21672,MD,3,21672,113.0,148.0,2.0,3.0,0.0,0.0,2.0,3.0,3.0,155.0,59493.0,1
21673,MD,2,21673,2793.0,2262.0,552.0,10.0,37.0,0.0,100.0,161.0,174.0,2948.0,151739.0,3
21677,MD,1,21677,598.0,381.0,13.0,0.0,11.0,0.0,3.0,7.0,10.0,405.0,83500.0,1
21701,MD,466,21701,40787.0,28094.0,4787.0,150.0,1272.0,16.0,1734.0,3576.0,4077.0,35552.0,104887.0,0
21702,MD,204,21702,46596.0,24893.0,8647.0,314.0,2633.0,64.0,4646.0,5215.0,9258.0,37154.0,107015.0,0
21702,None,1,21702,46596.0,24893.0,8647.0,314.0,2633.0,64.0,4646.0,5215.0,9258.0,37154.0,107015.0,0
21703,MD,243,21703,39606.0,20676.0,7414.0,257.0,3172.0,33.0,4559.0,5027.0,8860.0,32278.0,102623.0,0
21704,MD,31,21704,18473.0,11245.0,1982.0,74.0,3189.0,9.0,727.0,2049.0,2171.0,17104.0,168575.0,3
21710,MD,6,21710,4988.0,3779.0,287.0,12.0,146.0,4.0,145.0,396.0,323.0,4446.0,136216.0,3
21711,MD,1,21711,864.0,1031.0,10.0,3.0,3.0,1.0,12.0,48.0,20.0,1088.0,95382.0,1
21713,MD,6,21713,9999.0,8715.0,195.0,24.0,153.0,5.0,112.0,596.0,370.0,9430.0,104481.0,1
21716,MD,18,21716,6630.0,5281.0,532.0,11.0,127.0,0.0,196.0,606.0,543.0,6210.0,95596.0,1
21719,MD,1,21719,1145.0,1132.0,22.0,3.0,10.0,2.0,6.0,55.0,37.0,1193.0,81437.0,1
21722,MD,4,21722,6709.0,5369.0,42.0,6.0,29.0,1.0,39.0,188.0,90.0,5584.0,89827.0,1
21723,MD,2,21723,689.0,598.0,100.0,0.0,168.0,0.0,5.0,66.0,49.0,888.0,194181.0,3
21727,MD,2,21727,6588.0,5448.0,555.0,21.0,117.0,23.0,76.0,353.0,341.0,6252.0,88409.0,1
21733,MD,3,21733,1202.0,1013.0,19.0,0.0,13.0,0.0,16.0,73.0,53.0,1081.0,116097.0,1
21737,MD,2,21737,2406.0,1352.0,128.0,3.0,619.0,0.0,28.0,188.0,77.0,2241.0,308594.0,3
21738,MD,2,21738,3786.0,2735.0,125.0,9.0,245.0,0.0,36.0,223.0,124.0,3249.0,216645.0,3
21740,MD,244,21740,62760.0,44065.0,11071.0,236.0,1454.0,44.0,2896.0,5853.0,6125.0,59494.0,69521.0,0
21742,MD,142,21742,34549.0,24495.0,3696.0,87.0,1095.0,21.0,969.0,2706.0,2293.0,30776.0,92972.0,0
21750,MD,1,21750,3613.0,3455.0,22.0,11.0,19.0,4.0,12.0,139.0,36.0,3626.0,70780.0,1
21754,MD,21,21754,7260.0,5555.0,270.0,34.0,513.0,2.0,147.0,594.0,505.0,6610.0,157758.0,3
21755,MD,20,21755,5706.0,4744.0,139.0,23.0,94.0,2.0,206.0,419.0,438.0,5189.0,136612.0,3
21756,MD,2,21756,3303.0,3374.0,46.0,10.0,14.0,2.0,24.0,199.0,65.0,3604.0,99095.0,1
21758,MD,4,21758,4610.0,3988.0,299.0,11.0,72.0,0.0,66.0,373.0,267.0,4542.0,103425.0,1
21762,MD,1,21762,176.0,164.0,19.0,2.0,7.0,0.0,7.0,34.0,17.0,216.0,67062.0,1
21769,MD,52,21769,12562.0,10244.0,271.0,27.0,279.0,3.0,152.0,783.0,563.0,11196.0,147483.0,3
21770,MD,15,21770,7786.0,5700.0,446.0,23.0,529.0,0.0,243.0,634.0,661.0,6914.0,164129.0,3
21771,MD,70,21771,31653.0,26261.0,711.0,91.0,579.0,8.0,738.0,2309.0,1994.0,28703.0,144220.0,3
21773,MD,5,21773,5553.0,4825.0,97.0,10.0,69.0,4.0,67.0,338.0,198.0,5212.0,132747.0,3
21774,MD,27,21774,15096.0,12662.0,508.0,45.0,591.0,6.0,259.0,1425.0,977.0,14519.0,147089.0,3
21776,MD,5,21776,6434.0,5187.0,112.0,16.0,50.0,2.0,33.0,326.0,137.0,5589.0,102883.0,1
21777,MD,3,21777,2360.0,1513.0,100.0,4.0,43.0,3.0,56.0,171.0,155.0,1735.0,130526.0,3
21778,MD,2,21778,880.0,1057.0,4.0,2.0,17.0,0.0,28.0,37.0,39.0,1106.0,72053.0,1
21782,MD,5,21782,4389.0,3599.0,24.0,8.0,17.0,2.0,28.0,188.0,93.0,3773.0,95314.0,1
21783,MD,7,21783,9866.0,8423.0,177.0,30.0,69.0,1.0,114.0,492.0,385.0,8921.0,94304.0,1
21784,MD,85,21784,37219.0,33450.0,1865.0,88.0,1614.0,7.0,489.0,2515.0,1594.0,38434.0,141006.0,0
21784,None,2,21784,37219.0,33450.0,1865.0,88.0,1614.0,7.0,489.0,2515.0,1594.0,38434.0,141006.0,0
21787,MD,12,21787,10879.0,9608.0,516.0,29.0,89.0,0.0,144.0,680.0,399.0,10667.0,88006.0,1
21788,MD,16,21788,11412.0,10502.0,111.0,27.0,110.0,4.0,182.0,555.0,449.0,11042.0,104951.0,1
21791,MD,1,21791,4855.0,4790.0,120.0,9.0,47.0,0.0,55.0,271.0,122.0,5170.0,104612.0,1
21793,MD,21,21793,10882.0,7963.0,794.0,44.0,251.0,5.0,484.0,906.0,1026.0,9421.0,115843.0,1
21794,MD,4,21794,2309.0,1708.0,162.0,0.0,430.0,0.0,42.0,190.0,103.0,2429.0,260273.0,3
21795,MD,7,21795,9772.0,8798.0,325.0,17.0,116.0,4.0,137.0,476.0,349.0,9524.0,85048.0,1
21797,MD,13,21797,9034.0,7549.0,286.0,24.0,421.0,1.0,104.0,571.0,324.0,8632.0,172271.0,3
21798,MD,1,21798,2699.0,2097.0,59.0,7.0,20.0,1.0,44.0,138.0,102.0,2264.0,107648.0,1
21801,MD,392,21801,30766.0,15584.0,11774.0,131.0,1019.0,10.0,872.0,1793.0,1845.0,29338.0,80758.0,0
21804,MD,316,21804,38722.0,22207.0,11283.0,208.0,1299.0,22.0,2128.0,2902.0,3696.0,36353.0,73681.0,0
21811,MD,58,21811,24456.0,20077.0,1908.0,45.0,334.0,2.0,373.0,1168.0,951.0,22956.0,95808.0,0
21813,MD,6,21813,2927.0,2505.0,160.0,7.0,53.0,1.0,21.0,115.0,76.0,2786.0,111863.0,1
21814,MD,4,21814,81.0,273.0,44.0,1.0,1.0,0.0,1.0,22.0,7.0,335.0,87975.0,1
21817,MD,10,21817,4138.0,3421.0,949.0,26.0,47.0,0.0,129.0,253.0,241.0,4584.0,52162.0,1
21822,MD,2,21822,2686.0,1752.0,525.0,7.0,25.0,0.0,89.0,150.0,143.0,2405.0,64046.0,1
21826,MD,32,21826,5569.0,2793.0,1716.0,37.0,253.0,0.0,249.0,388.0,440.0,4996.0,66326.0,1
21830,MD,7,21830,4837.0,3387.0,482.0,10.0,50.0,0.0,27.0,261.0,118.0,4099.0,91028.0,1
21837,MD,6,21837,3165.0,2006.0,429.0,2.0,30.0,1.0,22.0,157.0,74.0,2573.0,80207.0,1
21840,MD,1,21840,541.0,290.0,52.0,0.0,2.0,0.0,3.0,24.0,3.0,368.0,100659.0,1
21842,MD,14,21842,10951.0,9851.0,228.0,33.0,178.0,3.0,218.0,593.0,547.0,10557.0,106806.0,1
21849,MD,1,21849,3366.0,2714.0,202.0,3.0,42.0,1.0,44.0,156.0,102.0,3060.0,83615.0,1
21850,MD,3,21850,3628.0,2699.0,161.0,7.0,54.0,2.0,66.0,178.0,144.0,3023.0,65457.0,1
21851,MD,25,21851,7072.0,4000.0,2530.0,41.0,133.0,0.0,127.0,398.0,274.0,6955.0,56489.0,1
21853,MD,46,21853,10659.0,4101.0,5229.0,30.0,137.0,0.0,228.0,454.0,415.0,9764.0,55433.0,1
21863,MD,11,21863,4913.0,3263.0,1192.0,5.0,46.0,1.0,90.0,246.0,165.0,4678.0,85181.0,1
21864,MD,1,21864,778.0,447.0,90.0,0.0,11.0,0.0,3.0,39.0,17.0,573.0,65526.0,1
21869,MD,5,21869,943.0,598.0,223.0,9.0,3.0,1.0,20.0,54.0,35.0,873.0,67750.0,1
21871,MD,7,21871,1747.0,1401.0,373.0,11.0,17.0,1.0,44.0,71.0,68.0,1850.0,64718.0,1
21872,MD,2,21872,573.0,577.0,51.0,1.0,4.0,1.0,11.0,39.0,24.0,660.0,77104.0,1
21874,MD,3,21874,2222.0,1924.0,84.0,3.0,43.0,1.0,50.0,135.0,104.0,2136.0,52932.0,1
21875,MD,23,21875,7446.0,4830.0,1263.0,23.0,327.0,5.0,232.0,551.0,429.0,6802.0,70793.0,1
21901,MD,141,21901,19938.0,15161.0,1254.0,41.0,260.0,4.0,314.0,1483.0,922.0,17595.0,105593.0,0
21903,MD,10,21903,5332.0,4721.0,531.0,28.0,67.0,2.0,70.0,416.0,221.0,5614.0,88949.0,1
21904,MD,12,21904,5975.0,5875.0,259.0,33.0,46.0,1.0,71.0,404.0,212.0,6477.0,104244.0,1
21911,MD,9,21911,10804.0,10248.0,99.0,33.0,72.0,3.0,151.0,601.0,420.0,10787.0,91536.0,1
21912,MD,1,21912,1495.0,1028.0,52.0,6.0,9.0,0.0,104.0,113.0,214.0,1098.0,120122.0,1
21914,MD,8,21914,740.0,654.0,19.0,3.0,7.0,0.0,7.0,46.0,28.0,708.0,80187.0,1
21915,MD,4,21915,2469.0,2738.0,35.0,7.0,4.0,0.0,49.0,148.0,123.0,2858.0,121165.0,1
21917,MD,10,21917,1884.0,2224.0,11.0,8.0,11.0,1.0,24.0,105.0,71.0,2313.0,99798.0,1
21918,MD,7,21918,4462.0,3867.0,43.0,17.0,35.0,2.0,53.0,252.0,128.0,4141.0,95886.0,1
21919,MD,4,21919,3451.0,2878.0,46.0,1.0,12.0,0.0,38.0,149.0,86.0,3038.0,110486.0,1
21920,MD,1,21920,1089.0,498.0,19.0,2.0,5.0,0.0,8.0,23.0,23.0,532.0,70787.0,1
21921,MD,244,21921,45081.0,34175.0,5188.0,110.0,719.0,10.0,1155.0,3626.0,2913.0,42070.0,89498.0,0
22003,VA,626,22003,58872.0,24029.0,4565.0,552.0,13614.0,26.0,8904.0,7682.0,16243.0,43129.0,136803.0,0
22015,VA,176,22015,44959.0,24472.0,2723.0,168.0,8342.0,31.0,2485.0,5720.0,6909.0,37032.0,158092.0,3
22025,VA,59,22025,19280.0,9990.0,4127.0,61.0,1239.0,21.0,841.0,2191.0,2426.0,16044.0,138963.0,3
22026,VA,125,22026,19938.0,4653.0,8555.0,169.0,1852.0,48.0,2618.0,2330.0,4760.0,15465.0,108497.0,1
22027,VA,6,22027,1974.0,1201.0,95.0,3.0,749.0,2.0,48.0,232.0,172.0,2158.0,250286.0,3
22030,VA,366,22030,61665.0,29564.0,6059.0,250.0,13875.0,43.0,4290.0,6350.0,8602.0,51829.0,144972.0,0
22031,VA,336,22031,35872.0,16598.0,2324.0,146.0,10306.0,21.0,1986.0,3875.0,4611.0,30645.0,147800.0,3
22032,VA,76,22032,29510.0,17803.0,1402.0,99.0,6262.0,18.0,1094.0,3231.0,3205.0,26704.0,167863.0,3
22033,VA,246,22033,38610.0,19763.0,3210.0,116.0,12111.0,17.0,1526.0,3949.0,3994.0,36698.0,145295.0,3
22039,VA,34,22039,17624.0,13155.0,822.0,26.0,2288.0,6.0,220.0,1761.0,1064.0,17214.0,249666.0,3
22041,VA,268,22041,29132.0,9644.0,4144.0,677.0,3719.0,9.0,6255.0,3591.0,10082.0,17957.0,100551.0,0
22042,VA,162,22042,34860.0,15004.0,1565.0,393.0,6553.0,13.0,6598.0,4512.0,11154.0,23484.0,146271.0,3
22043,VA,108,22043,25843.0,13262.0,1095.0,113.0,6466.0,13.0,1953.0,2948.0,4248.0,21602.0,150177.0,3
22044,VA,31,22044,14042.0,5852.0,960.0,403.0,2300.0,15.0,2268.0,2049.0,4584.0,9263.0,123562.0,3
22046,VA,28,22046,18007.0,12485.0,660.0,56.0,2166.0,17.0,1024.0,2168.0,2323.0,16253.0,188017.0,3
22060,VA,40,22060,9846.0,5740.0,1626.0,48.0,419.0,76.0,405.0,1363.0,1436.0,8241.0,130963.0,3
22066,VA,37,22066,16925.0,12139.0,363.0,29.0,3760.0,6.0,239.0,1629.0,960.0,17205.0,300954.0,3
22079,VA,186,22079,36857.0,12055.0,9370.0,162.0,6997.0,57.0,2533.0,4051.0,5480.0,29745.0,135713.0,3
22101,VA,275,22101,30729.0,21228.0,603.0,55.0,5979.0,18.0,414.0,3117.0,2033.0,29381.0,308416.0,3
22102,VA,254,22102,28356.0,14875.0,1449.0,35.0,8242.0,16.0,770.0,2356.0,2115.0,25628.0,222868.0,3
22124,VA,57,22124,18449.0,12083.0,585.0,32.0,3591.0,6.0,297.0,1894.0,1436.0,17052.0,233423.0,3
22125,VA,1,22125,874.0,628.0,74.0,9.0,64.0,1.0,27.0,114.0,102.0,815.0,142528.0,3
22134,VA,61,22134,7562.0,4850.0,724.0,65.0,285.0,52.0,428.0,953.0,1465.0,5892.0,73140.0,1
22150,VA,122,22150,27734.0,9162.0,2801.0,228.0,7387.0,13.0,5078.0,3286.0,8307.0,19648.0,119926.0,3
22151,VA,32,22151,16827.0,7971.0,968.0,124.0,4396.0,19.0,2319.0,2229.0,4269.0,13757.0,142395.0,3
